merge_key,name,times_scores_citations,the_score,qs_score,teaching,subjects_offered,nid,aliases,international_students,disabled,city,year,unaccredited,size,students_to_staff_ratio,research_quality,female_to_male_ratio,country,international_outlook,research_environment,industry_impact,region,closed,acronym,student_population,type,research_output,overall_score
universityofkerala,University of Kerala,,27.8105,,40.2,,,,5%,,,2026.0,,,12.2,23.8,71 : 29,India,25.5,20.7,22.4,,,,"3,615",,,
universityofkerbala,University of Kerbala,10.7,16.715999999999998,,22.3,"History, Philosophy & Theology,Sport Science,Medicine & Dentistry,Biological Sciences,Other Health,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Veterinary Science,Business & Management,Civil Engineering,Education,Agriculture & Forestry,Law,Computer Science,Chemistry,Psychology,General Engineering,Geography,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Accounting & Finance",670518.0,University of Kerbala,0%,False,,2026.0,False,,12.4,16.9,55 : 45,Iraq,27.5,8.1,16.4,,False,,"25,226",,,
universityofkhartoum,,,,,,,,,,,Khartoum,,,L,,,,,,,,Africa,,,,Public,Medium,
universityofkiel,University of Kiel,81.6,51.0545,,32.5,"Civil Engineering,Communication & Media Studies,Geography,Business & Management,Other Health,Mathematics & Statistics,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Biological Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Law,History, Philosophy & Theology,Sport Science,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Chemistry,Psychology,Computer Science,Physics & Astronomy,Archaeology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Education",724.0,University of Kiel,9%,False,,2026.0,False,,23.5,81.8,54 : 46,Germany,62.2,33.4,64.4,,False,,"28,860",,,
universityofkirkuk,University of Kirkuk,,14.0995,,16.1,"General Engineering,Geography,Physics & Astronomy,Mechanical & Aerospace Engineering,Psychology,Computer Science,Medicine & Dentistry,Biological Sciences,Sport Science,History, Philosophy & Theology,Law,Veterinary Science,Mathematics & Statistics,Languages, Literature & Linguistics,Business & Management,Chemistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Agriculture & Forestry,Civil Engineering",661169.0,University of Kirkuk,0%,False,,2026.0,False,,13.9,14.3,57 : 43,Iraq,27.4,8.1,16.4,,False,,"23,071",,,
universityofklagenfurt,University of Klagenfurt,72.4,42.63699999999999,,34.4,"Mathematics & Statistics,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Psychology,History, Philosophy & Theology,Law,Economics & Econometrics,Computer Science,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",622932.0,University of Klagenfurt,33%,False,Klagenfurt,2026.0,False,S,8.7,60.5,66 : 34,Austria,89.0,19.6,49.5,Europe,False,,"3,377",Public,Very High,
universityofkonstanz,University of Konstanz,71.5,55.1525,,38.5,"Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Art, Performing Arts & Design,Law,Education,Sport Science,Economics & Econometrics,Chemistry,Biological Sciences,Business & Management,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Sociology",658.0,University of Konstanz,14%,False,,2026.0,False,,30.3,72.9,58 : 42,Germany,75.8,42.8,95.7,,False,,"6,767",,,
universityofkragujevac,,60.0,,,,"Economics & Econometrics,General Engineering,Mechanical & Aerospace Engineering,Chemistry,Biological Sciences,Education,Architecture,Sport Science,Physics & Astronomy,Civil Engineering,Electrical & Electronic Engineering,Business & Management,Mathematics & Statistics,Other Health,Languages, Literature & Linguistics,Accounting & Finance,Agriculture & Forestry,Law,Art, Performing Arts & Design,Psychology,Computer Science,Medicine & Dentistry",709445.0,University of Kragujevac,,False,Kragujevac,,False,L,,,,,,,,Europe,False,,,Public,Very High,
universityofkufa,University of Kufa,18.0,23.5005,,23.6,"History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Agriculture & Forestry,Physics & Astronomy,Business & Management,Other Health,Sport Science,Law,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Architecture,Veterinary Science,Psychology,Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Medicine & Dentistry,Mathematics & Statistics,Education,Computer Science,Communication & Media Studies,Archaeology,Biological Sciences,Geography",131515.0,University of Kufa,0%,False,Kufa,2026.0,False,L,11.8,38.1,59 : 41,Iraq,24.3,9.0,16.9,Asia,False,,"35,860",Public,Medium,
universityofkurdistan,University of Kurdistan,70.8,34.8155,,16.1,"Computer Science,Physics & Astronomy,General Engineering,Chemistry,Economics & Econometrics,History, Philosophy & Theology,Sport Science,Sociology,Agriculture & Forestry,Geography,Accounting & Finance,Languages, Literature & Linguistics,Veterinary Science,Business & Management,Mechanical & Aerospace Engineering,Education,Art, Performing Arts & Design,Civil Engineering,Law,Electrical & Electronic Engineering,Mathematics & Statistics,Architecture,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemical Engineering,Politics & International Studies (incl Development Studies)",624348.0,University of Kurdistan,5%,False,,2026.0,False,,24.9,70.1,56 : 44,Iran,40.6,15.9,34.5,,False,,"10,254",,,
universityofkwazulu-natal,University of KwaZulu-Natal,63.7,44.78549999999999,,31.4,"Art, Performing Arts & Design,Chemical Engineering,Law,Computer Science,Biological Sciences,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Sport Science,Education,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Physics & Astronomy,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Architecture,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Psychology,Other Health,Chemistry,Economics & Econometrics",902.0,University of KwaZulu-Natal UKZN Kwazulu Natal Kwa zulu,2%,False,Pinetown,2026.0,False,XL,30.7,61.5,62 : 38,South Africa,54.9,37.9,49.1,Africa,False,,"33,675",Public,Very High,
universityoflacosta,University of la Costa,74.2,33.9255,,11.9,"Law,Mechanical & Aerospace Engineering,General Engineering,Computer Science,Psychology,Communication & Media Studies,Education,Electrical & Electronic Engineering,Civil Engineering,Accounting & Finance,Architecture,Business & Management,Other Health",656375.0,University of la Costa,1%,False,,2026.0,False,,28.5,72.5,45 : 55,Colombia,55.6,13.1,17.4,,False,,"11,922",,,
universityoflafrontera,University of La Frontera,32.7,27.593,,17.8,"Chemical Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,General Engineering,Communication & Media Studies,Accounting & Finance,Civil Engineering,Medicine & Dentistry,Sociology,Computer Science,Veterinary Science,Education,Agriculture & Forestry,Psychology",584730.0,University of La Frontera,1%,False,,2026.0,False,,20.2,35.8,50 : 50,Chile,50.2,23.7,24.1,,False,,"11,481",,,
universityoflaghouat,University of Laghouat,17.2,17.412499999999998,,17.4,"Agriculture & Forestry,Law,History, Philosophy & Theology,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Architecture,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Civil Engineering,Sociology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,General Engineering,Biological Sciences,Business & Management,Computer Science,Chemistry,Medicine & Dentistry,Sport Science,Psychology,Chemical Engineering,Politics & International Studies (incl Development Studies)",720219.0,University of Laghouat,0%,False,,2026.0,False,,22.6,20.5,48 : 52,Algeria,40.9,8.2,17.1,,False,,"25,934",,,
universityoflagos,University of Lagos,65.5,35.991,,18.4,"Education,Computer Science,Sport Science,Medicine & Dentistry,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Sociology,Law,Other Health,Art, Performing Arts & Design,Civil Engineering,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Geography,Architecture,Mathematics & Statistics,Physics & Astronomy,Psychology,General Engineering,Business & Management,Chemistry,Electrical & Electronic Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering",622488.0,University of Lagos,0%,False,,2026.0,False,,22.4,66.7,51 : 49,Nigeria,45.6,20.1,32.6,,False,,"36,484",,,
universityoflahore,University of Lahore,68.8,39.297,,19.8,"Chemistry,Sport Science,Politics & International Studies (incl Development Studies),Architecture,Sociology,Law,Medicine & Dentistry,General Engineering,Languages, Literature & Linguistics,Civil Engineering,Education,Business & Management,Electrical & Electronic Engineering,Veterinary Science,Computer Science,Physics & Astronomy,Mathematics & Statistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Biological Sciences,Communication & Media Studies,Psychology,Accounting & Finance,Art, Performing Arts & Design,Mechanical & Aerospace Engineering",131769.0,University of Lahore,4%,False,,2026.0,False,,14.0,81.8,39 : 61,Pakistan,57.2,13.0,21.4,,False,,"21,224",,,
universityoflalaguna,University of La Laguna,54.7,33.2775,,23.4,"Languages, Literature & Linguistics,Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Mechanical & Aerospace Engineering,Geography,Computer Science,Sociology,Chemical Engineering,Sport Science,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Business & Management,Agriculture & Forestry,Physics & Astronomy,Accounting & Finance,Art, Performing Arts & Design,Medicine & Dentistry,Biological Sciences,Education,Other Health,Chemistry,Economics & Econometrics,Civil Engineering,Law",131357.0,University of La Laguna,5%,False,,2026.0,False,,12.8,55.2,57 : 43,Spain,49.3,16.1,36.2,,False,,"18,459",,,
universityoflampung,University of Lampung,26.3,14.89,,15.4,"Mechanical & Aerospace Engineering,Agriculture & Forestry,Other Health,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Medicine & Dentistry,History, Philosophy & Theology,Chemistry,Education,Politics & International Studies (incl Development Studies),Sociology,Geography,Art, Performing Arts & Design,Law,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,Civil Engineering,Economics & Econometrics,Veterinary Science,Languages, Literature & Linguistics,Communication & Media Studies,Business & Management,Mathematics & Statistics,Accounting & Finance,Biological Sciences,Architecture,General Engineering,Sport Science",705104.0,University of Lampung,0%,False,,2026.0,False,,15.6,19.1,65 : 35,Indonesia,19.2,8.5,17.8,,False,,"27,602",,,
universityoflancashire,University of Lancashire,,34.3055,,18.7,,,,35%,,,2026.0,,,15.3,57.2,58 : 42,United Kingdom,82.6,13.4,38.7,,,,"21,550",,,
universityoflarochelle,University of La Rochelle,,25.666,,19.7,,,,10%,,,2026.0,,,19.8,33.6,55 : 45,France,65.5,12.6,30.2,,,,"7,760",,,
universityoflasabana,University of La Sabana,19.7,27.2605,,20.9,"Languages, Literature & Linguistics,Other Health,Communication & Media Studies,Politics & International Studies (incl Development Studies),General Engineering,Computer Science,Mechanical & Aerospace Engineering,Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Civil Engineering,Education,Chemistry,Law,Economics & Econometrics",589343.0,University of La Sabana,2%,False,,2026.0,False,,13.2,46.2,57 : 43,Colombia,41.8,11.2,21.3,,False,,"10,316",,,
universityoflasaméricas,University of Las Américas (UDLA),,26.1385,,20.5,"Politics & International Studies (incl Development Studies),Business & Management,Electrical & Electronic Engineering,Law,Other Health,Architecture,Computer Science,General Engineering,Education,Veterinary Science,Medicine & Dentistry,Economics & Econometrics,Biological Sciences,Psychology,Accounting & Finance,Agriculture & Forestry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Art, Performing Arts & Design",626031.0,University of Las Américas (UDLA),3%,False,,2026.0,False,,11.2,38.0,53 : 47,Ecuador,63.0,10.2,25.2,,False,UDLA,"14,757",,,
universityoflaserena,University of La Serena,49.2,27.96,,14.3,"Education,Medicine & Dentistry,Civil Engineering,Communication & Media Studies,Chemistry,Art, Performing Arts & Design,Languages, Literature & Linguistics,Physics & Astronomy,Agriculture & Forestry,Business & Management,Architecture,Accounting & Finance,Mathematics & Statistics,Psychology,Law,General Engineering,Mechanical & Aerospace Engineering,Computer Science",621492.0,University of La Serena,1%,False,,2026.0,False,,22.4,54.3,50 : 50,Chile,50.3,10.3,17.3,,False,,"7,657",,,
universityoflaspalmasdegrancanaria,University of Las Palmas de Gran Canaria,45.6,31.3515,,21.4,"History, Philosophy & Theology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Computer Science,Physics & Astronomy,Psychology,Sociology,Business & Management,Geography,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Agriculture & Forestry,Veterinary Science,Civil Engineering,Medicine & Dentistry,Other Health,Politics & International Studies (incl Development Studies),Communication & Media Studies,Education,Sport Science,Economics & Econometrics,General Engineering,Mathematics & Statistics,Biological Sciences,Law,Chemistry,Archaeology,Architecture,Mechanical & Aerospace Engineering",633066.0,University of Las Palmas de Gran Canaria,8%,False,,2026.0,False,,18.2,42.7,57 : 43,Spain,41.7,26.9,32.5,,False,,"16,681",,,
universityoflatvia,University of Latvia,40.3,33.709,,20.5,"History, Philosophy & Theology,Communication & Media Studies,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Computer Science,Sociology,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Veterinary Science,Education,Other Health,Chemistry,Accounting & Finance,Medicine & Dentistry,Physics & Astronomy,Psychology,Agriculture & Forestry,Geography,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Sport Science,Law",131474.0,University of Latvia,9%,False,Riga,2026.0,False,L,30.9,42.3,67 : 33,Latvia,50.7,31.3,52.3,Europe,False,,"11,634",Public,High,
universityofleoben,,31.6,,,,"General Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Civil Engineering,Mathematics & Statistics,Chemical Engineering",648710.0,University of Leoben,,False,,,False,,,,,,,,,,False,,,,,
universityoflethbridge,University of Lethbridge,31.2,25.398000000000003,,20.8,"Politics & International Studies (incl Development Studies),Chemistry,Psychology,Archaeology,Mathematics & Statistics,Business & Management,Geography,Geology, Environmental, Earth & Marine Sciences,Sociology,Biological Sciences,Accounting & Finance,Art, Performing Arts & Design,Other Health,Sport Science,Education,Economics & Econometrics,Physics & Astronomy,Languages, Literature & Linguistics,Agriculture & Forestry,Computer Science,History, Philosophy & Theology",623712.0,University of Lethbridge,16%,False,,2026.0,False,,13.2,29.6,,Canada,59.4,14.7,41.6,,False,,"7,219",,,
universityofleón,University of León,46.7,29.6965,,24.9,"Computer Science,Art, Performing Arts & Design,Communication & Media Studies,Law,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Civil Engineering,Mathematics & Statistics,Biological Sciences,Geography,Sport Science,Business & Management,History, Philosophy & Theology,Education,Veterinary Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Agriculture & Forestry,Accounting & Finance,Sociology,Other Health,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",633021.0,University of León,5%,False,,2026.0,False,,10.9,41.8,54 : 46,Spain,36.8,15.9,61.0,,False,,"9,699",,,
universityofliberalartsbangladesh,,,,,,"Communication & Media Studies,Business & Management,Computer Science,Languages, Literature & Linguistics,Electrical & Electronic Engineering",697381.0,University of Liberal Arts Bangladesh,,False,,,False,,,,,,,,,,False,,,,,
universityoflifesciencesinlublin,University of Life Sciences in Lublin,30.3,23.09,,24.2,"Veterinary Science,Biological Sciences,Agriculture & Forestry",685129.0,University of Life Sciences in Lublin,3%,False,,2026.0,False,,10.2,32.5,66 : 34,Poland,23.8,12.0,23.4,,False,,"6,705",,,
universityoflille,University of Lille,58.6,41.8105,,33.6,"General Engineering,Mathematics & Statistics,Business & Management,Other Health,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemistry,Law,Archaeology,Communication & Media Studies,Computer Science,Chemical Engineering,Geography,Architecture,Mechanical & Aerospace Engineering,Biological Sciences,Psychology,Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Art, Performing Arts & Design,Civil Engineering,Sport Science,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Education",587766.0,University of Lille,14%,False,,2026.0,False,,30.6,58.5,61 : 39,France,65.1,23.4,67.0,,False,,"78,318",,,
universityoflimerick,University of Limerick,64.1,45.53,,28.6,"Chemistry,Architecture,Politics & International Studies (incl Development Studies),Physics & Astronomy,History, Philosophy & Theology,Electrical & Electronic Engineering,Other Health,Business & Management,Sociology,Communication & Media Studies,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Law,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,Biological Sciences,Civil Engineering,Art, Performing Arts & Design,Sport Science,Psychology,Chemical Engineering,Languages, Literature & Linguistics,Computer Science,Education,Mechanical & Aerospace Engineering",919.0,University of Limerick,18%,False,Limerick,2026.0,False,L,27.1,61.7,52 : 48,Ireland,75.0,34.6,73.1,Europe,False,,"14,691",Public,High,
universityoflincoln,University of Lincoln,82.2,42.45399999999999,,20.5,"General Engineering,Business & Management,Mathematics & Statistics,Civil Engineering,Other Health,Agriculture & Forestry,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Veterinary Science,Art, Performing Arts & Design,Geography,Chemistry,Physics & Astronomy,Psychology,Geology, Environmental, Earth & Marine Sciences,Law,Computer Science,Sport Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Architecture,History, Philosophy & Theology,Education,Economics & Econometrics,Sociology,Biological Sciences",131741.0,University of Lincoln,24%,False,Lincoln,2026.0,False,L,15.0,77.2,58 : 42,United Kingdom,86.9,18.5,34.1,Europe,False,,"15,645",Public,High,
universityofliège,University of Liège,72.7,53.53549999999999,,34.8,"Other Health,Mathematics & Statistics,Archaeology,Veterinary Science,Sociology,Medicine & Dentistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Law,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science,Sport Science,Education,General Engineering,Chemistry,History, Philosophy & Theology,Agriculture & Forestry,Geography,Psychology",788.0,University of Liège,21%,False,,2026.0,False,,29.7,72.7,59 : 41,Belgium,72.5,41.8,97.5,,False,,"22,785",,,
universityofljubljana,University of Ljubljana,54.6,37.862,,27.8,"Archaeology,Mechanical & Aerospace Engineering,Sociology,Art, Performing Arts & Design,Mathematics & Statistics,Law,Computer Science,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Architecture,Chemical Engineering,Business & Management,History, Philosophy & Theology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Civil Engineering,Communication & Media Studies,Accounting & Finance,Medicine & Dentistry,Biological Sciences,Chemistry,Other Health,Veterinary Science,Education,General Engineering,Physics & Astronomy,Geography,Languages, Literature & Linguistics,Sport Science,Psychology",131432.0,University of Ljubljana,9%,False,Ljubljana,2026.0,False,XL,12.8,56.0,60 : 40,Slovenia,42.6,23.8,69.1,Europe,False,,"37,509",Public,Very High,
universityoflleida,University of Lleida,58.2,36.3145,,23.2,"Business & Management,Medicine & Dentistry,Biological Sciences,General Engineering,Geography,Architecture,Electrical & Electronic Engineering,Art, Performing Arts & Design,Psychology,Sport Science,Mechanical & Aerospace Engineering,Agriculture & Forestry,Veterinary Science,Chemical Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Education,Other Health,Law,Computer Science,Communication & Media Studies",623301.0,University of Lleida,9%,False,,2026.0,False,,17.0,59.6,59 : 41,Spain,43.3,20.3,61.4,,False,,"9,739",,,
universityoflodz,University of Lodz,,26.0305,,24.5,,,,10%,,Lodz,2026.0,,L,14.1,32.6,61 : 39,Poland,37.2,18.5,21.7,Europe,,,"21,312",Public,Very High,
universityoflorraine,,58.0,,,,"Mechanical & Aerospace Engineering,Geography,History, Philosophy & Theology,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Physics & Astronomy,Economics & Econometrics,Civil Engineering,Mathematics & Statistics,Psychology,Other Health,Sport Science,Education,Archaeology,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,General Engineering,Chemistry,Accounting & Finance,Architecture,Chemical Engineering,Sociology",589277.0,University of Lorraine,,False,,,False,,,,,,,,,,False,,,,,
universityofloslagos,University of Los Lagos,25.8,19.4375,,15.6,"Accounting & Finance,Politics & International Studies (incl Development Studies),Architecture,Art, Performing Arts & Design,Mathematics & Statistics,Psychology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Biological Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Other Health,Business & Management,Civil Engineering,Education,General Engineering,Sociology,Geography,Electrical & Electronic Engineering,Law",621684.0,University of Los Lagos,0%,False,,2026.0,False,,19.0,21.0,62 : 38,Chile,48.5,14.6,16.6,,False,,"6,923",,,
universityoflucknow,University of Lucknow,26.5,21.3705,,29.5,"Biological Sciences,Accounting & Finance,Economics & Econometrics,Languages, Literature & Linguistics,Physics & Astronomy,Business & Management,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Chemistry,Geography,Law,Sociology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Psychology,Education,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies,Computer Science",622203.0,University of Lucknow,3%,False,,2026.0,False,,22.3,23.2,51 : 49,India,27.2,10.0,19.2,,False,,"16,650",,,
universityofluxembourg,University of Luxembourg,78.1,55.79699999999999,,39.9,"Psychology,Communication & Media Studies,Mathematics & Statistics,Economics & Econometrics,Medicine & Dentistry,General Engineering,Civil Engineering,Education,Business & Management,Other Health,Physics & Astronomy,Law,Veterinary Science,Geography,Architecture,Biological Sciences,Computer Science,History, Philosophy & Theology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",131698.0,University of Luxembourg,52%,False,,2026.0,False,,20.0,75.1,53 : 47,Luxembourg,92.1,39.3,79.8,,False,,"5,718",,,
universityofl’aquila,University of L’Aquila,73.2,42.24699999999999,,32.8,"Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Computer Science,Education,Psychology,Business & Management,General Engineering,Medicine & Dentistry,History, Philosophy & Theology,Other Health,Mechanical & Aerospace Engineering,Geography,Languages, Literature & Linguistics,Physics & Astronomy,Chemistry,Economics & Econometrics,Biological Sciences,Chemical Engineering,Sport Science,Archaeology,Mathematics & Statistics,Agriculture & Forestry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Civil Engineering,Architecture,Politics & International Studies (incl Development Studies)",632835.0,University of L’Aquila,6%,False,,2026.0,False,,25.5,66.6,53 : 47,Italy,39.4,22.4,78.5,,False,,"19,246",,,
universityofmacedonia,University of Macedonia,,26.916,,17.7,,,,5%,,,2026.0,,,56.3,43.8,50 : 50,Greece,27.5,18.0,31.8,,,,"11,703",,,
universityofmacerata,,24.6,,,,"Art, Performing Arts & Design,Accounting & Finance,Mathematics & Statistics,Economics & Econometrics,Archaeology,Law,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Sociology,History, Philosophy & Theology,Geography,Business & Management,Communication & Media Studies,Psychology,Education",632838.0,University of Macerata (UNIMC),,False,,,False,,,,,,,,,,False,,,,,
universityofmagallanes,,,,,,"Medicine & Dentistry,Law,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Architecture,Business & Management,Civil Engineering,Psychology,Agriculture & Forestry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Accounting & Finance",621687.0,University of Magallanes,,False,,,False,,,,,,,,,,False,,,,,
universityofmalaga,University of Malaga,43.2,29.086,,21.1,"Accounting & Finance,Civil Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Geography,Architecture,Other Health,Chemical Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Business & Management,Economics & Econometrics,Chemistry,Computer Science,Politics & International Studies (incl Development Studies),Education,History, Philosophy & Theology,Law,Psychology,Biological Sciences,General Engineering,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Medicine & Dentistry,Mathematics & Statistics,Sport Science",623016.0,University of Malaga,6%,False,,2026.0,False,,13.6,42.1,54 : 46,Spain,41.5,17.1,54.0,,False,,"36,545",,,
universityofmalakand,University of Malakand,74.1,37.9795,,25.6,"Education,Accounting & Finance,Economics & Econometrics,Archaeology,Communication & Media Studies,Physics & Astronomy,General Engineering,Law,Psychology,Business & Management,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,Languages, Literature & Linguistics,Sociology,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,History, Philosophy & Theology",670542.0,University of Malakand,1%,False,,2026.0,False,,27.1,70.6,28 : 72,Pakistan,50.7,12.9,42.6,,False,,"8,902",,,
universityofmalaya,University of Malaya,72.6,56.656,,47.8,"Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,General Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Mathematics & Statistics,Education,Electrical & Electronic Engineering,Geography,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Other Health,Business & Management,Art, Performing Arts & Design,Chemistry,Law,Communication & Media Studies,Accounting & Finance,Architecture,Civil Engineering,Physics & Astronomy,Sport Science,Biological Sciences,History, Philosophy & Theology,Computer Science,Medicine & Dentistry,Psychology,Economics & Econometrics,Sociology",606429.0,University of Malaya,32%,False,,2026.0,False,,9.7,72.8,61 : 39,Malaysia,91.4,38.8,65.2,,False,,"18,899",,,
universityofmalta,University of Malta,60.6,36.7905,,24.9,"Computer Science,General Engineering,Geography,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Architecture,Communication & Media Studies,Law,History, Philosophy & Theology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Agriculture & Forestry,Chemistry,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Medicine & Dentistry,Mechanical & Aerospace Engineering,Biological Sciences,Other Health,Psychology,Archaeology,Sociology,Accounting & Finance",626004.0,University of Malta,18%,False,Msida,2026.0,False,M,11.8,61.6,61 : 39,Malta,56.2,18.2,36.8,Europe,False,,"9,650",Public,High,
universityofmanagementandtechnology,University of Management and Technology,80.4,38.079,,16.5,"Computer Science,Chemistry,Mathematics & Statistics,Psychology,Other Health,Communication & Media Studies,Medicine & Dentistry,Civil Engineering,Education,Agriculture & Forestry,Accounting & Finance,Architecture,Mechanical & Aerospace Engineering,Law,General Engineering,Physics & Astronomy,Economics & Econometrics,Biological Sciences,Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sociology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies)",625932.0,University of Management and Technology,2%,False,,2026.0,False,,17.2,83.5,49 : 51,Pakistan,52.1,11.0,26.6,,False,,"22,028",,,
