Unnamed: 0,latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
4085,20807.0,6118.0,25162.0,530.0,510.0,610.0,590.0,1114.0,20.0,25.0,22.0,Florida Gulf Coast University,Predominantly bachelor's-degree,Graduate
4086,12581.0,5400.0,5400.0,,,,,,,,,Little Priest Tribal College,Predominantly associate's-degree,Associate's
4087,19044.0,4210.0,4210.0,,,,,,,,,South Louisiana Community College,Predominantly certificate-degree,Associate's
4094,35500.0,16750.0,16750.0,,,,,,,,,Myotherapy Institute,Predominantly certificate-degree,Certificate
4098,14377.0,5260.0,5260.0,,,,,,,,,Ilisagvik College,Predominantly certificate-degree,Bachelor's
4099,15781.0,4432.0,11010.0,,,,,,,,,Community College of Baltimore County,Predominantly associate's-degree,Associate's
4100,20963.0,5490.0,5490.0,,,,,,,,,White Earth Tribal and Community College,Predominantly associate's-degree,Associate's
4103,11572.0,7630.0,7630.0,,,,,,,,,Dewey University-Carolina,Predominantly associate's-degree,Bachelor's
4104,25800.0,11500.0,11500.0,,,,,,,,,Yeshiva College of the Nations Capital,Predominantly bachelor's-degree,Bachelor's
4107,16783.0,4079.0,4079.0,,,,,,,,,River Parishes Community College,Predominantly certificate-degree,Associate's
4109,12575.0,9100.0,9100.0,,,,,,,,,Century College,Predominantly certificate-degree,Certificate
4110,27385.0,19450.0,19450.0,,,,,,,,,FINE Mortuary College,Predominantly associate's-degree,Associate's
4111,29112.0,13800.0,13800.0,,,,,,,,,International Baptist College and Seminary,Predominantly bachelor's-degree,Graduate
4114,22933.0,18140.0,40808.0,480.0,430.0,600.0,600.0,1060.0,,,23.0,University of Connecticut-Waterbury Campus,Predominantly bachelor's-degree,Graduate
4115,23337.0,18140.0,40808.0,490.0,470.0,610.0,580.0,1090.0,,,25.0,University of Connecticut-Avery Point,Predominantly bachelor's-degree,Graduate
4116,30122.0,18150.0,40818.0,470.0,460.0,630.0,630.0,1094.0,25.0,32.0,25.0,University of Connecticut-Stamford,Predominantly bachelor's-degree,Graduate
4118,16522.0,4321.0,4321.0,,,,,,,,,Baton Rouge Community College,Predominantly certificate-degree,Associate's
4125,38739.0,18840.0,18840.0,,,,,,,,,Professional Golfers Career College,Predominantly associate's-degree,Associate's
4136,23743.0,13527.0,13527.0,,,,,,,,,American InterContinental University-Atlanta,Predominantly bachelor's-degree,Graduate
4138,17258.0,4722.0,4722.0,,,,,,,,,Eastern West Virginia Community and Technical College,Predominantly associate's-degree,Associate's
4139,33420.0,16757.0,16757.0,,,,,,,,,Aviation Institute of Maintenance-Indianapolis,Predominantly associate's-degree,Associate's
4143,21077.0,5157.0,11296.0,,,,,,,,,Cascadia College,Predominantly associate's-degree,Bachelor's
4147,37647.0,21870.0,21870.0,,,,,,,,,MDT College of Health Sciences,Predominantly certificate-degree,Certificate
4153,18075.0,12480.0,12480.0,,,,,,,,,The King's University,Predominantly bachelor's-degree,Graduate
4154,33133.0,16467.0,16467.0,,,,,,,,,Fortis College-Baton Rouge,Predominantly certificate-degree,Associate's
4158,30435.0,14946.0,14946.0,,,,,,,,,Fortis College-Orange Park,Predominantly certificate-degree,Associate's
4161,13032.0,7203.0,7516.0,,,,,,,,,Pacific Islands University,Predominantly bachelor's-degree,Bachelor's
4163,17760.0,10088.0,10088.0,,,,,,,,,Rosedale Bible College,Predominantly associate's-degree,Associate's
4168,32167.0,16657.0,16657.0,,,,,,,,,Aviation Institute of Maintenance-Atlanta,Predominantly certificate-degree,Associate's
4171,29692.0,15837.0,15837.0,,,,,,,,,Remington College-Baton Rouge Campus,Predominantly certificate-degree,Associate's
4173,15060.0,3312.0,4752.0,,,,,,,,,Arkansas State University-Newport,Predominantly certificate-degree,Associate's
4174,15539.0,8954.0,8954.0,,,,,,,,,Atenas University,Predominantly associate's-degree,Graduate
4176,20170.0,10970.0,10970.0,,,,,,,,,Interactive College of Technology,Predominantly certificate-degree,Associate's
4177,38047.0,25900.0,25900.0,,,,,,,,,Pillar College,Predominantly bachelor's-degree,Graduate
4179,29798.0,13566.0,37356.0,605.0,538.0,670.0,648.0,1255.0,,,25.0,Oregon State University-Cascades Campus,Predominantly bachelor's-degree,Graduate
4185,19424.0,2730.0,2730.0,,,,,,,,,Saginaw Chippewa Tribal College,Predominantly associate's-degree,Associate's
4189,39461.0,19040.0,19040.0,,,,,,,,,Smith Chason College,Predominantly associate's-degree,Bachelor's
4195,28916.0,19025.0,19025.0,,,,,,,,,Texas County Technical College,Predominantly certificate-degree,Associate's
4196,31898.0,16757.0,16757.0,,,,,,,,,Aviation Institute of Maintenance-Kansas City,Predominantly certificate-degree,Certificate
4200,22780.0,13000.0,13000.0,,,,,,,,,Yeshiva Shaarei Torah of Rockland,Predominantly associate's-degree,Bachelor's
4202,42272.0,22947.0,22947.0,,,,,,,,,American Institute of Alternative Medicine,Predominantly certificate-degree,Graduate
4206,12652.0,4560.0,4560.0,,,,,,,,,Universidad Pentecostal Mizpa,Predominantly bachelor's-degree,Graduate
4207,11284.0,8700.0,8700.0,,,,,,,,,Caribbean Forensic and Technical College,Predominantly certificate-degree,Certificate
4209,19245.0,2844.0,12924.0,,,,,,,,,Lamar Institute of Technology,Predominantly associate's-degree,Associate's
4210,31817.0,16757.0,16757.0,,,,,,,,,Aviation Institute of Maintenance-Dallas,Predominantly certificate-degree,Certificate
4214,23718.0,6765.0,21833.0,,,,,,,,,Nevada State University,Predominantly bachelor's-degree,Graduate
4215,23561.0,7159.0,19759.0,,,,,,,,,California State University-Channel Islands,Predominantly bachelor's-degree,Graduate
4216,86474.0,66398.0,66398.0,723.0,770.0,768.0,790.0,1520.0,,,35.0,Franklin W Olin College of Engineering,Predominantly bachelor's-degree,Bachelor's
4223,47879.0,32933.0,32933.0,,,,,,,,,Saint Joseph's University - Lancaster,Predominantly associate's-degree,Graduate
4224,25936.0,14798.0,14798.0,,,,,,,,,West Virginia Junior College-Bridgeport,Predominantly associate's-degree,Associate's
4226,23501.0,11210.0,11210.0,,,,,,,,,Interactive College of Technology-Gainesville,Predominantly certificate-degree,Associate's
4228,23944.0,9660.0,9660.0,,,,,,,,,Alaska Christian College,Predominantly associate's-degree,Associate's
4229,15318.0,8520.0,8520.0,,,,,,,,,University of Arkansas Grantham,Predominantly bachelor's-degree,Graduate
4234,8282.0,932.0,932.0,,,,,,,,,Tohono O'odham Community College,Predominantly associate's-degree,Associate's
4243,31368.0,8850.0,8850.0,,,,,,,,,Faith International University,Predominantly bachelor's-degree,Graduate
4254,39014.0,25080.0,25080.0,,,,,,,,,Southeastern College-Charleston,Predominantly certificate-degree,Associate's
4258,55938.0,36854.0,36854.0,,,,,,,,,West Coast University-Los Angeles,Predominantly bachelor's-degree,Bachelor's
4260,31868.0,18628.0,18628.0,,,,,,,,,Triangle Tech Inc-Sunbury,Predominantly associate's-degree,Associate's
4261,55588.0,38950.0,38950.0,590.0,560.0,700.0,700.0,1297.0,27.0,29.0,28.0,DigiPen Institute of Technology,Predominantly bachelor's-degree,Graduate
4262,14707.0,5762.0,13660.0,,,,,,,,,Pierpont Community and Technical College,Predominantly associate's-degree,Associate's
4263,11993.0,8180.0,8180.0,,,,,,,,,Dewey University-Hato Rey,Predominantly bachelor's-degree,Graduate
4265,29923.0,13040.0,13040.0,,,,,,,,,American College of Healthcare Sciences,Predominantly certificate-degree,Graduate
4270,21968.0,10970.0,10970.0,,,,,,,,,Interactive College of Technology,Predominantly associate's-degree,Associate's
4272,25158.0,13920.0,13920.0,,,,,,,,,Strayer University-Tennessee,Predominantly bachelor's-degree,Graduate
4280,12185.0,8695.0,8695.0,,,,,,,,,Bayamon Community College,Predominantly certificate-degree,Certificate
4281,13901.0,1288.0,12616.0,,,,,,,,,Folsom Lake College,Predominantly associate's-degree,Associate's
4291,13755.0,9180.0,9180.0,,,,,,,,,Baptist University of the Americas,Predominantly bachelor's-degree,Graduate
4293,20540.0,10480.0,10480.0,,,,,,,,,Beis Medrash Heichal Dovid,Predominantly bachelor's-degree,Bachelor's
4300,32893.0,18827.0,18827.0,,,,,,,,,Culinary Institute Inc,Predominantly associate's-degree,Associate's
4301,23183.0,15462.0,15462.0,,,,,,,,,Escuela Hotelera de San Juan,Predominantly certificate-degree,Certificate
4303,10907.0,8400.0,8400.0,,,,,,,,,Industrial Technical College,Predominantly certificate-degree,Certificate
4311,39250.0,25080.0,25080.0,,,,,,,,,Southeastern College-Columbia,Predominantly certificate-degree,Associate's
4314,15667.0,4938.0,12304.0,,,,,,,,,Mountwest Community and Technical College,Predominantly associate's-degree,Associate's
4315,22256.0,12397.0,12397.0,,,,,,,,,American InterContinental University System,Predominantly bachelor's-degree,Graduate
4317,26087.0,14829.0,14829.0,,,,,,,,,American InterContinental University-Houston,Predominantly bachelor's-degree,Graduate
4318,39665.0,15623.0,49823.0,,,,,,,,,University of California-Merced,Predominantly bachelor's-degree,Graduate
4319,31706.0,16373.0,16373.0,,,,,,,,,Remington College-North Houston Campus,Predominantly certificate-degree,Associate's
4322,34630.0,16258.0,16258.0,,,,,,,,,Remington College-Nashville Campus,Predominantly certificate-degree,Associate's
4323,22310.0,7440.0,7440.0,,,,,1120.0,19.0,25.0,,Central Methodist University-College of Graduate and Extended Studies,Predominantly bachelor's-degree,Graduate
4329,45890.0,27360.0,27360.0,410.0,460.0,585.0,490.0,1093.0,21.0,26.0,,Neumont College of Computer Science,Predominantly bachelor's-degree,Bachelor's
4330,58022.0,42419.0,42419.0,450.0,430.0,570.0,560.0,1007.0,16.0,23.0,,Johnson & Wales University-Charlotte,Predominantly associate's-degree,Bachelor's
4332,31929.0,14839.0,14839.0,,,,,,,,,Fortis Institute-Port Saint Lucie,Predominantly certificate-degree,Associate's
4333,30992.0,16757.0,16757.0,,,,,,,,,Aviation Institute of Maintenance-Manassas,Predominantly certificate-degree,Certificate
4344,46129.0,30198.0,30198.0,,,,,,,,,Ave Maria University,Predominantly bachelor's-degree,Graduate
4347,28779.0,18168.0,18168.0,,,,,,,,,Cambridge College of Healthcare & Technology,Predominantly certificate-degree,Associate's
4349,32225.0,14895.0,14895.0,,,,,,,,,ATA Career Education,Predominantly certificate-degree,Associate's
4350,27218.0,9675.0,9675.0,,,,,,,,,Community Christian College,Predominantly associate's-degree,Associate's
4353,31571.0,16850.0,16850.0,,,,,,,,,Ecclesia College,Predominantly bachelor's-degree,Bachelor's
4355,12400.0,9180.0,9180.0,,,,,,,,,Estelle Medical Academy,Predominantly certificate-degree,Certificate
4359,25581.0,10140.0,10140.0,,,,,,,,,John D Rockefeller IV Career Center,Predominantly certificate-degree,Certificate
4360,49705.0,30540.0,30540.0,,,,,,,,,Los Angeles College of Music,Predominantly bachelor's-degree,Bachelor's
4361,8467.0,7277.0,7277.0,,,,,,,,,Rosslyn Training Academy of Cosmetology,Predominantly certificate-degree,Certificate
4362,29991.0,17514.0,17514.0,,,,,,,,,SAE Institute of Technology-Nashville,Predominantly certificate-degree,Bachelor's
4365,24110.0,11822.0,11822.0,,,,,,,,,Universal College of Healing Arts,Predominantly certificate-degree,Certificate
4366,21682.0,16000.0,16000.0,,,,,,,,,Uta Mesivta of Kiryas Joel,Predominantly bachelor's-degree,Bachelor's
4367,35893.0,24400.0,24400.0,,,,,,,,,Harrisburg University of Science and Technology,Predominantly bachelor's-degree,Graduate
4368,11522.0,4752.0,8808.0,,,,,,,,,Blue Ridge Community and Technical College,Predominantly associate's-degree,Associate's
4375,30016.0,21680.0,21680.0,,,,,,,,,Joyce University of Nursing and Health Sciences,Predominantly associate's-degree,Graduate
4380,12132.0,5156.0,9646.0,,,,,,,,,New River Community and Technical College,Predominantly associate's-degree,Associate's
4384,22547.0,4532.0,13844.0,,,,,,,,20.0,Georgia Gwinnett College,Predominantly bachelor's-degree,Bachelor's
4396,48190.0,44975.0,44975.0,,,,,,,,,Aviator College of Aeronautical Science and Technology,Predominantly certificate-degree,Associate's
4402,31920.0,14200.0,14200.0,,,,,,,,,ATA College,Predominantly associate's-degree,Associate's
4403,24956.0,10460.0,10460.0,,,,,,,,,SUM Bible College and Theological Seminary,Predominantly bachelor's-degree,Graduate
4420,21457.0,1384.0,10954.0,,,,,,,,,Lemoore College,Predominantly associate's-degree,Associate's
4421,29518.0,16699.0,16699.0,,,,,,,,,Stautzenberger College-Brecksville,Predominantly associate's-degree,Associate's
4423,27601.0,14078.0,14078.0,,,,,,,,,Rasmussen University-Illinois,Predominantly associate's-degree,Associate's
4427,31485.0,18513.0,18513.0,,,,,,,,,Triangle Tech Inc-Bethlehem,Predominantly associate's-degree,Associate's
4429,25158.0,13920.0,13920.0,,,,,,,,,Strayer University-Florida,Predominantly bachelor's-degree,Graduate
4431,24550.0,14030.0,14030.0,,,,,,,,,CBT Technology Institute-Main Campus,Predominantly certificate-degree,Associate's
4432,17988.0,14030.0,14030.0,,,,,,,,,CBT Technology Institute-Hialeah,Predominantly certificate-degree,Associate's
4433,11572.0,7630.0,7630.0,,,,,,,,,Dewey University-Juana Diaz,Predominantly certificate-degree,Graduate
4437,18768.0,8400.0,8400.0,,,,,,,,,American Public University System,Predominantly bachelor's-degree,Graduate
4440,54947.0,37635.0,37635.0,,,,,,,,,Gnomon,Predominantly bachelor's-degree,Bachelor's
4448,27241.0,14580.0,14580.0,,,,,,,,,Taylor College,Predominantly associate's-degree,Associate's
4450,30162.0,15575.0,15575.0,,,,,,,,,Louisiana Culinary Institute,Predominantly associate's-degree,Associate's
4451,14000.0,8100.0,8100.0,,,,,,,,,Bais Medrash Toras Chesed,Predominantly bachelor's-degree,Bachelor's
4454,33911.0,18122.0,18122.0,,,,,,,,,Dayton School of Medical Massage,Predominantly certificate-degree,Certificate
4455,30905.0,18850.0,18850.0,,,,,,,,,ATA College,Predominantly associate's-degree,Associate's
4456,31820.0,22000.0,22000.0,,,,,1050.0,19.0,30.0,19.0,Visible Music College,Predominantly bachelor's-degree,Graduate
4462,21278.0,15446.0,15446.0,,,,,,,,,University of the West,Predominantly bachelor's-degree,Graduate
4464,30414.0,18145.0,18145.0,,,,,,,,,South University-Tampa,Predominantly bachelor's-degree,Graduate
4472,34877.0,14935.0,14935.0,,,,,,,,,Fortis College-Columbus,Predominantly certificate-degree,Associate's
4473,36925.0,14763.0,14763.0,,,,,,,,,Fortis College-Cincinnati,Predominantly certificate-degree,Associate's
4475,25158.0,13920.0,13920.0,,,,,,,,,Strayer University-Delaware,Predominantly bachelor's-degree,Graduate
4490,18226.0,6760.0,6760.0,,,,,,,,,Columbia Southern University,Predominantly bachelor's-degree,Graduate
4512,38136.0,25080.0,25080.0,,,,,,,,,Southeastern College-Charlotte,Predominantly certificate-degree,Associate's
4513,36850.0,11450.0,11450.0,,,,,,,,,Yeshivas Be'er Yitzchok,Predominantly bachelor's-degree,Bachelor's
4514,23250.0,12750.0,12750.0,,,,,,,,,Yeshiva Toras Chaim,Predominantly bachelor's-degree,Bachelor's
4515,19000.0,13200.0,13200.0,,,,,,,,,Talmudical Seminary of Bobov,Predominantly bachelor's-degree,Bachelor's
4524,23987.0,16000.0,16000.0,,,,,,,,,Southwest University at El Paso,Predominantly associate's-degree,Bachelor's
4530,26292.0,20288.0,20288.0,,,,,,,,,Bryant & Stratton College-Wauwatosa,Predominantly associate's-degree,Bachelor's
4531,26339.0,16926.0,16926.0,,,,,,,,,Remington College-Houston Southeast Campus,Predominantly certificate-degree,Certificate
4532,37279.0,16245.0,16245.0,,,,,,,,,Remington College-Shreveport Campus,Predominantly certificate-degree,Bachelor's
4538,7750.0,3850.0,3850.0,,,,,,,,,Escuela De Troqueleria Y Herramentaje,Predominantly certificate-degree,Certificate
4539,35598.0,15627.0,15627.0,,,,,,,,,Fortis Institute-Nashville,Predominantly certificate-degree,Associate's
4540,29920.0,14250.0,14250.0,,,,,,,,,ATA College-Cincinnati,Predominantly associate's-degree,Associate's
4544,34842.0,18048.0,18048.0,,,,,,,,,Galen College of Nursing-Cincinnati,Predominantly associate's-degree,Bachelor's
4550,40826.0,21536.0,21536.0,,,,,,,,,Chamberlain University-Illinois,Predominantly bachelor's-degree,Graduate
4551,42634.0,19975.0,19975.0,,,,,,,,,Chamberlain University-Ohio,Predominantly bachelor's-degree,Bachelor's
4552,45594.0,20785.0,20785.0,,,,,,,,,Chamberlain University-Arizona,Predominantly bachelor's-degree,Bachelor's
4572,28227.0,18168.0,18168.0,,,,,,,,,Cambridge College of Healthcare & Technology,Predominantly associate's-degree,Bachelor's
4590,13121.0,3446.0,7454.0,,,,,,,,,College of Western Idaho,Predominantly associate's-degree,Associate's
4598,35348.0,10800.0,10800.0,,,,,,,,,Yeshiva of Machzikai Hadas,Predominantly bachelor's-degree,Bachelor's
4608,35294.0,15069.0,15069.0,,,,,,,,,Fortis Institute-Pensacola,Predominantly certificate-degree,Associate's
4610,13975.0,1124.0,7656.0,,,,,,,,,Woodland Community College,Predominantly associate's-degree,Associate's
4611,32927.0,15335.0,15335.0,,,,,,,,,Fortis Institute-Birmingham,Predominantly certificate-degree,Associate's
4617,53447.0,36963.0,36963.0,,,,,,,,,Providence Christian College,Predominantly bachelor's-degree,Bachelor's
4631,14970.0,13566.0,13566.0,,,,,,,,,South Texas Training Center,Predominantly certificate-degree,Certificate
4643,33657.0,13474.0,13474.0,,,,,,,,,Fortis College-Salt Lake City,Predominantly associate's-degree,Associate's
4645,23011.0,14547.0,14547.0,,,,,,,,,Polytechnic University of Puerto Rico-Orlando,Predominantly bachelor's-degree,Graduate
4648,25845.0,15886.0,15886.0,,,,,,,,,Geisinger Commonwealth School of Medicine,Predominantly associate's-degree,Graduate
4658,28904.0,15016.0,15016.0,460.0,490.0,690.0,690.0,1183.0,21.0,29.0,26.0,University of Minnesota-Rochester,Predominantly bachelor's-degree,Bachelor's
4659,24770.0,14030.0,14030.0,,,,,,,,,CBT Technology Institute-Cutler Bay,Predominantly certificate-degree,Certificate
4665,37182.0,19975.0,19975.0,,,,,,,,,Chamberlain University-Florida,Predominantly bachelor's-degree,Bachelor's
4668,29680.0,9840.0,9840.0,,,,,,,,,Horizon University,Predominantly certificate-degree,Graduate
4680,24410.0,9810.0,9810.0,,,,,,,,,University of Fort Lauderdale,Predominantly bachelor's-degree,Graduate
4681,30401.0,16757.0,16757.0,,,,,,,,,Aviation Institute of Maintenance-Orlando,Predominantly certificate-degree,Certificate
4687,24042.0,13580.0,13580.0,,,,,,,,,Pacific Rim Christian University,Predominantly associate's-degree,Graduate
4700,15536.0,6600.0,6600.0,,,,,,,,,City Vision University,Predominantly certificate-degree,Graduate
4725,42317.0,20025.0,20025.0,,,,,,,,,Northwest School of Wooden Boat Building,Predominantly associate's-degree,Associate's
4727,34887.0,22506.0,22506.0,,,,,,,,,West Coast University-Orange County,Predominantly bachelor's-degree,Graduate
4728,53706.0,36854.0,36854.0,,,,,,,,,West Coast University-Ontario,Predominantly bachelor's-degree,Bachelor's
4733,35300.0,15072.0,15072.0,,,,,,,,,Fortis College-Indianapolis,Predominantly certificate-degree,Associate's
4741,25158.0,13920.0,13920.0,,,,,,,,,Strayer University-Georgia,Predominantly bachelor's-degree,Graduate
4743,25158.0,13920.0,13920.0,,,,,,,,,Strayer University-South Carolina,Predominantly bachelor's-degree,Graduate
4755,36577.0,18145.0,18145.0,,,,,,,,,South University-Richmond,Predominantly bachelor's-degree,Graduate
4756,36577.0,18145.0,18145.0,,,,,,,,,South University-Virginia Beach,Predominantly bachelor's-degree,Graduate
4773,29016.0,14600.0,14600.0,,,,,,,,,Touro University Worldwide,Predominantly bachelor's-degree,Graduate
4777,28414.0,13450.0,13450.0,,,,,,,,,Herzing University-Kenosha,Predominantly bachelor's-degree,Bachelor's
4778,27844.0,13450.0,13450.0,,,,,,,,,Herzing University-Brookfield,Predominantly bachelor's-degree,Graduate
4779,21655.0,9654.0,23255.0,430.0,410.0,540.0,530.0,955.0,15.0,21.0,20.0,Texas A&M University-San Antonio,Predominantly bachelor's-degree,Graduate
4783,25158.0,13920.0,13920.0,,,,,,,,,Strayer University-Global Region,Predominantly bachelor's-degree,Graduate
4785,27793.0,14777.0,14777.0,,,,,,,,,Fortis College-Columbia,Predominantly certificate-degree,Associate's
4796,26864.0,13365.0,13365.0,,,,,,,,,Johnson & Wales University-Online,Predominantly bachelor's-degree,Graduate
4797,15934.0,1428.0,12498.0,,,,,,,,,Moreno Valley College,Predominantly associate's-degree,Associate's
4798,14075.0,1428.0,12498.0,,,,,,,,,Norco College,Predominantly associate's-degree,Associate's
4799,36916.0,16990.0,16990.0,,,,,,,,,Dorsey College-Saginaw,Predominantly certificate-degree,Certificate
4802,15900.0,8664.0,8664.0,,,,,,,,,ICPR Junior College,Predominantly certificate-degree,Associate's
4804,36252.0,25927.0,25927.0,,,,,,,,,Hawaii Medical College,Predominantly certificate-degree,Associate's
4811,45594.0,20785.0,20785.0,,,,,,,,,Chamberlain University-Virginia,Predominantly bachelor's-degree,Bachelor's
4818,33249.0,17926.0,17926.0,,,,,,,,,Mildred Elley-New York Campus,Predominantly certificate-degree,Associate's
4819,19927.0,7995.0,7995.0,,,,,,,,,Crestpoint University,Predominantly bachelor's-degree,Graduate
4820,24267.0,6906.0,6906.0,,,,,,,,,Carolina College of Biblical Studies,Predominantly bachelor's-degree,Graduate
4825,62210.0,36920.0,36920.0,,,,,,,,,New York Film Academy,Predominantly certificate-degree,Graduate
4835,14424.0,5000.0,5000.0,,,,,,,,,Keweenaw Bay Ojibwa Community College,Predominantly certificate-degree,Associate's
4847,17783.0,9105.0,9105.0,,,,,,,,,Manna University,Predominantly bachelor's-degree,Graduate
4860,26596.0,16398.0,16398.0,,,,,,,,14.0,Simmons College of Kentucky,Predominantly bachelor's-degree,Bachelor's
4863,27981.0,15436.0,15436.0,,,,,,,,,North American University,Predominantly bachelor's-degree,Graduate
4867,18900.0,12460.0,12460.0,,,,,,,,,Keser Torah-Mayan Hatalmud,Predominantly bachelor's-degree,Bachelor's
4871,30138.0,13778.0,13778.0,,,,,,,,,Millennia Atlantic University,Predominantly bachelor's-degree,Graduate
4877,34571.0,19721.0,19721.0,,,,,,,,,Colorado Academy of Veterinary Technology,Predominantly associate's-degree,Associate's
4888,52367.0,30265.0,30265.0,505.0,470.0,660.0,610.0,1130.0,21.0,28.0,22.0,John Paul the Great Catholic University,Predominantly bachelor's-degree,Bachelor's
4889,26946.0,18130.0,40798.0,470.0,460.0,610.0,610.0,1073.0,21.0,27.0,19.0,University of Connecticut-Hartford Campus,Predominantly bachelor's-degree,Graduate
4890,52170.0,35880.0,35880.0,440.0,400.0,590.0,570.0,972.0,16.0,21.0,19.0,Ottawa University-Surprise,Predominantly bachelor's-degree,Graduate
4891,38999.0,19975.0,19975.0,,,,,,,,,Chamberlain University-Missouri,Predominantly bachelor's-degree,Bachelor's
4892,38480.0,20380.0,20380.0,,,,,,,,,Chamberlain University-Texas,Predominantly bachelor's-degree,Bachelor's
4904,12277.0,7630.0,7630.0,,,,,,,,,Dewey University-Manati,Predominantly certificate-degree,Bachelor's
4912,29884.0,12360.0,12360.0,,,,,,,,,Los Angeles Pacific University,Predominantly bachelor's-degree,Graduate
4919,34298.0,18145.0,18145.0,,,,,,,,,South University-Savannah Online,Predominantly bachelor's-degree,Graduate
4926,21546.0,10080.0,10080.0,,,,,,,,,Catholic International University,Predominantly bachelor's-degree,Graduate
4935,13179.0,5194.0,8074.0,,,,,,,,,CUNY Stella and Charles Guttman Community College,Predominantly associate's-degree,Associate's
4937,27748.0,15750.0,15750.0,,,,,,,,,Criswell College,Predominantly bachelor's-degree,Graduate
4943,38272.0,20515.0,20515.0,,,,,,,,,Chamberlain University-Georgia,Predominantly bachelor's-degree,Bachelor's
4944,28094.0,19975.0,19975.0,,,,,,,,,Chamberlain University-Indiana,Predominantly bachelor's-degree,Bachelor's
4945,20483.0,7400.0,7400.0,,,,,,,,,Sessions College for Professional Design,Predominantly certificate-degree,Bachelor's
4956,24300.0,13100.0,13100.0,,,,,,,,,Bais HaMedrash and Mesivta of Baltimore,Predominantly bachelor's-degree,Bachelor's
4960,19850.0,11350.0,11350.0,,,,,,,,,Yeshiva Gedolah Zichron Leyma,Predominantly bachelor's-degree,Bachelor's
4962,19858.0,12300.0,12300.0,,,,,,,,,Be'er Yaakov Talmudic Seminary,Predominantly bachelor's-degree,Bachelor's
4978,21201.0,9000.0,9000.0,,,,,,,,17.0,Colorado State University Global,Predominantly bachelor's-degree,Graduate
4982,30119.0,16574.0,16574.0,,,,,,,,,West Coast University-Texas,Predominantly bachelor's-degree,Graduate
4983,31042.0,18080.0,18080.0,370.0,350.0,510.0,520.0,720.0,,,,Evangel University-James River Assembly of God Church,Predominantly associate's-degree,Associate's
4991,27678.0,15356.0,15356.0,560.0,530.0,680.0,655.0,1248.0,26.0,32.0,,Pennsylvania State University-World Campus,Predominantly bachelor's-degree,Graduate
4998,33349.0,18145.0,18145.0,,,,,,,,,South University-Austin,Predominantly bachelor's-degree,Graduate
4999,21430.0,16299.0,16299.0,,,,,,,,,Bryant & Stratton College-Online,Predominantly certificate-degree,Bachelor's
5003,28676.0,14922.0,14922.0,,,,,,,,,Platt College-Riverside,Predominantly associate's-degree,Bachelor's
5009,24762.0,12780.0,12780.0,,,,,,,,,Florida Institute of Technology-Online,Predominantly bachelor's-degree,Graduate
5010,31095.0,17160.0,17160.0,,,,,,,,,Rasmussen University-Kansas,Predominantly associate's-degree,Bachelor's
5012,19067.0,12442.0,12442.0,,,,,,,,,California Miramar University,Predominantly bachelor's-degree,Graduate
5023,23881.0,6600.0,6600.0,,,,,,,,,College of the Muscogee Nation,Predominantly associate's-degree,Associate's
5025,45179.0,8583.0,8583.0,,,,,,,,,Midwives College of Utah,Predominantly bachelor's-degree,Graduate
5038,30291.0,17924.0,17924.0,,,,,,,,,Helms College,Predominantly certificate-degree,Associate's
5041,27500.0,16200.0,16200.0,,,,,,,,,Institute of Health Sciences,Predominantly certificate-degree,Certificate
5042,19201.0,10500.0,10500.0,,,,,,,,,Mid-South Christian College,Predominantly bachelor's-degree,Bachelor's
5052,11881.0,7720.0,7720.0,,,,,,,,,Grace School of Theology,Predominantly bachelor's-degree,Graduate
5053,18900.0,9600.0,9600.0,,,,,,,,,Yeshiva Gedolah Kesser Torah,Predominantly bachelor's-degree,Bachelor's
5055,24600.0,12500.0,12500.0,,,,,,,,,Yeshiva Yesodei Hatorah,Predominantly bachelor's-degree,Bachelor's
5078,23524.0,8414.0,24734.0,500.0,470.0,590.0,550.0,1070.0,18.0,25.0,25.0,Augusta University,Predominantly bachelor's-degree,Graduate
5079,19617.0,5038.0,16390.0,490.0,460.0,610.0,580.0,1083.0,16.0,24.0,22.0,Middle Georgia State University,Predominantly bachelor's-degree,Graduate
5082,38046.0,25800.0,25800.0,,,,,,,,,Academy of Interactive Entertainment,Predominantly certificate-degree,Certificate
5085,24494.0,10522.0,10522.0,,,,,,,,,Veritas Baptist College,Predominantly bachelor's-degree,Graduate
5087,30078.0,16757.0,16757.0,,,,,,,,,Aviation Institute of Maintenance-Las Vegas,Predominantly certificate-degree,Certificate
5089,25596.0,17408.0,17408.0,,,,,,,,,DeVry College of New York,Predominantly bachelor's-degree,Graduate
5091,40687.0,17408.0,17408.0,,,,,,,,,DeVry University-California,Predominantly certificate-degree,Graduate
5092,40132.0,17408.0,17408.0,,,,,,,,,DeVry University-Florida,Predominantly bachelor's-degree,Graduate
