Unnamed: 0,latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
5093,38315.0,17408.0,17408.0,,,,,,,,,DeVry University-Georgia,Predominantly bachelor's-degree,Graduate
5094,38660.0,17408.0,17408.0,330.0,370.0,540.0,490.0,868.0,11.0,19.0,,DeVry University-Illinois,Predominantly certificate-degree,Graduate
5096,42312.0,17408.0,17408.0,,,,,,,,,DeVry University-New Jersey,Predominantly bachelor's-degree,Bachelor's
5097,34318.0,17408.0,17408.0,,,,,,,,,DeVry University-Ohio,Predominantly bachelor's-degree,Graduate
5099,42312.0,17408.0,17408.0,,,,,,,,,DeVry University-Virginia,Predominantly bachelor's-degree,Graduate
5100,18177.0,5285.0,16503.0,500.0,480.0,620.0,590.0,1106.0,19.0,25.0,23.0,University of North Georgia,Predominantly bachelor's-degree,Graduate
5101,16177.0,3314.0,10274.0,,,,,,,,,South Georgia State College,Predominantly associate's-degree,Bachelor's
5103,21817.0,4940.0,21005.0,590.0,580.0,670.0,670.0,1268.0,24.0,30.0,29.0,Florida Polytechnic University,Predominantly bachelor's-degree,Graduate
5108,49856.0,37143.0,37143.0,,,,,,,,23.0,Antioch College,Predominantly bachelor's-degree,Bachelor's
5109,14187.0,7363.0,17154.0,,,,,,,,,Texas A&M University-Central Texas,Predominantly bachelor's-degree,Graduate
5110,14577.0,3448.0,6016.0,,,,,,,,,Central Georgia Technical College,Predominantly certificate-degree,Associate's
5114,14215.0,4159.0,4159.0,,,,,,,,,Louisiana Delta Community College,Predominantly certificate-degree,Associate's
5127,30532.0,15154.0,15154.0,,,,,,,,,Dorsey College-Dearborn,Predominantly certificate-degree,Certificate
5131,27187.0,13575.0,13575.0,,,,,,,,,Ana G. Mendez University,Predominantly bachelor's-degree,Graduate
5132,49166.0,27408.0,27408.0,,,,,,,,,Ohio Institute of Allied Health,Predominantly certificate-degree,Associate's
5175,17843.0,3876.0,16579.0,640.0,610.0,710.0,700.0,1338.0,27.0,31.0,29.0,University of Florida-Online,Predominantly bachelor's-degree,Bachelor's
5177,19909.0,9552.0,9552.0,,,,,,,,,University of Phoenix-Arizona,Predominantly bachelor's-degree,Graduate
5182,15850.0,9000.0,9000.0,,,,,,,,,Rabbinical College Ohr Yisroel,Predominantly bachelor's-degree,Bachelor's
5184,20064.0,9595.0,21894.0,438.0,408.0,573.0,523.0,940.0,,,18.0,University of North Texas at Dallas,Predominantly bachelor's-degree,Graduate
5186,12299.0,5800.0,12428.0,,,,,,,,,BridgeValley Community & Technical College,Predominantly associate's-degree,Associate's
5191,20987.0,8112.0,8112.0,,,,,,,,,Georgia Military College,Predominantly associate's-degree,Bachelor's
5194,36468.0,23317.0,23317.0,,,,,,,,,West Coast University-Miami,Predominantly bachelor's-degree,Bachelor's
5202,10649.0,3268.0,5836.0,,,,,,,,,Coastal Pines Technical College,Predominantly certificate-degree,Associate's
5206,22592.0,9354.0,9354.0,,,,,,,,,ABCO Technology,Predominantly certificate-degree,Associate's
5207,31812.0,15265.0,15265.0,,,,,,,,,Lionel University,Predominantly bachelor's-degree,Graduate
5213,38073.0,21500.0,21500.0,560.0,570.0,640.0,650.0,1190.0,20.0,27.0,24.0,American College of the Building Arts,Predominantly bachelor's-degree,Bachelor's
5214,24524.0,12820.0,12820.0,,,,,,,,,Atlantis University,Predominantly associate's-degree,Graduate
5221,22488.0,10700.0,10700.0,,,,,,,,,Bet Medrash Gadol Ateret Torah,Predominantly bachelor's-degree,Bachelor's
5223,21750.0,10750.0,10750.0,,,,,,,,,Yeshiva Sholom Shachna,Predominantly bachelor's-degree,Bachelor's
5229,25700.0,12600.0,12600.0,,,,,,,,,Beth Medrash Meor Yitzchok,Predominantly associate's-degree,Bachelor's
5231,16184.0,10405.0,10405.0,,,,,,,,,San Ignacio University,Predominantly certificate-degree,Graduate
5233,39005.0,10012.0,10012.0,,,,,,,,,Valor Christian College,Predominantly associate's-degree,Bachelor's
5234,43216.0,11000.0,11000.0,,,,,,,,,Bethany Global University,Predominantly bachelor's-degree,Graduate
5236,36420.0,10320.0,10320.0,,,,,,,,,United International College,Predominantly associate's-degree,Graduate
5241,45405.0,19405.0,19405.0,,,,,,,,,Saint Michael College of Allied Health,Predominantly certificate-degree,Associate's
5249,33205.0,16757.0,16757.0,,,,,,,,,Aviation Institute of Maintenance-Fremont,Predominantly certificate-degree,Certificate
5251,12197.0,8620.0,8620.0,,,,,,,,,PPG Technical College,Predominantly certificate-degree,Certificate
5261,24008.0,5808.0,17736.0,510.0,490.0,620.0,600.0,1113.0,19.0,26.0,23.0,Kennesaw State University,Predominantly bachelor's-degree,Graduate
5265,52511.0,40450.0,40450.0,573.0,560.0,650.0,618.0,1189.0,22.0,27.0,25.0,Milligan University,Predominantly bachelor's-degree,Graduate
5266,33051.0,19975.0,19975.0,,,,,,,,,Chamberlain University-Nevada,Predominantly bachelor's-degree,Bachelor's
5267,33910.0,20785.0,20785.0,,,,,,,,,Chamberlain University-Michigan,Predominantly bachelor's-degree,Bachelor's
5268,38904.0,20785.0,20785.0,,,,,,,,,Chamberlain University-New Jersey,Predominantly bachelor's-degree,Bachelor's
5274,83622.0,64280.0,64280.0,710.0,760.0,760.0,790.0,1520.0,32.0,35.0,33.0,Emory University-Oxford College,Predominantly associate's-degree,Associate's
5276,11896.0,3007.0,5575.0,,,,,,,,,Southern Regional Technical College,Predominantly certificate-degree,Associate's
5278,30500.0,14596.0,14596.0,,,,,,,,,Fortis College-Cuyahoga Falls,Predominantly certificate-degree,Associate's
5279,30987.0,16920.0,16920.0,,,,,,,,,Jones Technical Institute,Predominantly associate's-degree,Associate's
5280,20752.0,7212.0,11812.0,,,,,,,,,Texas State Technical College,Predominantly certificate-degree,Associate's
5282,35587.0,23531.0,23531.0,,,,,,,,,Arizona College of Nursing-Las Vegas,Predominantly bachelor's-degree,Bachelor's
5285,35852.0,23304.0,23304.0,535.0,530.0,650.0,625.0,1180.0,,,,Husson University,Predominantly bachelor's-degree,Graduate
5289,40568.0,14652.0,14652.0,,,,,,,,,Northwest University-Center for Online and Extended Education,Predominantly bachelor's-degree,Graduate
5292,38727.0,24600.0,24600.0,,,,,,,,,Academy of Interactive Entertainment,Predominantly associate's-degree,Associate's
5299,60136.0,29731.0,29731.0,,,,,,,,,Felbry College,Predominantly associate's-degree,Bachelor's
5310,34154.0,10440.0,10440.0,,,,,,,,,Abraham Lincoln University,Predominantly bachelor's-degree,Graduate
5311,48503.0,22725.0,22725.0,,,,,,,,,Med College,Predominantly associate's-degree,Associate's
5312,25566.0,12200.0,12200.0,,,,,,,,,Sonoran Desert Institute,Predominantly certificate-degree,Associate's
5325,19630.0,10480.0,10480.0,,,,,,,,,Elim Bible Institute and College,Predominantly associate's-degree,Bachelor's
5326,21110.0,12010.0,12010.0,,,,,,,,,Beth Medrash of Asbury Park,Predominantly bachelor's-degree,Bachelor's
5328,22595.0,10600.0,10600.0,,,,,,,,,Yeshiva Gedolah Shaarei Shmuel,Predominantly associate's-degree,Bachelor's
5336,55496.0,33000.0,33000.0,,,,,,,,,Seattle Film Institute,Predominantly bachelor's-degree,Graduate
5339,29374.0,21985.0,21985.0,,,,,,,,,California College of Music,Predominantly certificate-degree,Certificate
5343,22228.0,8208.0,8208.0,,,,,,,,,Indiana Wesleyan University-National & Global,Predominantly bachelor's-degree,Graduate
5345,12043.0,3412.0,9952.0,,,,,,,,,Northeast Lakeview College,Predominantly associate's-degree,Associate's
5347,44115.0,20605.0,20605.0,,,,,,,,,John Patrick University of Health and Applied Sciences,Predominantly bachelor's-degree,Graduate
5364,14897.0,1378.0,8638.0,,,,,,,,,Clovis Community College,Predominantly associate's-degree,Associate's
5367,18210.0,15480.0,15480.0,,,,,,,,,Caribbean Aviation Training Institute Inc,Predominantly certificate-degree,Certificate
5370,42634.0,20785.0,20785.0,,,,,,,,,Chamberlain University-North Carolina,Predominantly bachelor's-degree,Bachelor's
5371,37232.0,21271.0,21271.0,,,,,,,,,Chamberlain University-California,Predominantly bachelor's-degree,Bachelor's
5373,15660.0,10101.0,14412.0,,,,,,,,,Purdue University Global,Predominantly certificate-degree,Graduate
5377,32680.0,17575.0,17575.0,,,,,,,,,Carolina University,Predominantly bachelor's-degree,Graduate
5380,40563.0,20838.0,20838.0,,,,,,,,,HCI College,Predominantly associate's-degree,Associate's
5381,23764.0,6200.0,6200.0,,,,,,,,,America Evangelical University,Predominantly bachelor's-degree,Graduate
5386,44210.0,17670.0,17670.0,,,,,,,,,Westcliff University,Predominantly bachelor's-degree,Graduate
5396,22510.0,14175.0,14175.0,,,,,,,,,Yeshiva Shaar Ephraim,Predominantly bachelor's-degree,Bachelor's
5397,39831.0,22270.0,22270.0,,,,,,,,,California Institute of Arts & Technology,Predominantly certificate-degree,Bachelor's
5400,19522.0,10350.0,10350.0,,,,,,,,,Yeshiva Bais Aharon,Predominantly bachelor's-degree,Non-degree-granting
5402,25960.0,14620.0,14620.0,,,,,,,,,Elyon College,Predominantly associate's-degree,Associate's
5414,21700.0,10870.0,10870.0,,,,,,,,,Yeshiva Ohr Naftoli,Predominantly associate's-degree,Bachelor's
5415,20700.0,12000.0,12000.0,,,,,,,,,Bais Medrash Mayan Hatorah,Predominantly associate's-degree,Bachelor's
5424,15571.0,8675.0,16094.0,450.0,440.0,570.0,570.0,1024.0,16.0,24.0,23.0,Purdue University Northwest,Predominantly bachelor's-degree,Graduate
5429,28170.0,14922.0,14922.0,,,,,,,,,Platt College-Anaheim,Predominantly associate's-degree,Bachelor's
5432,30421.0,13806.0,13806.0,,,,,,,,,Fortis College-Cutler Bay,Predominantly associate's-degree,Associate's
5439,34801.0,16364.0,16364.0,,,,,,,,,Galen College of Nursing-ARH,Predominantly associate's-degree,Associate's
5450,23097.0,10250.0,10250.0,,,,,,,,,Bnos Zion Of Bobov Seminary,Predominantly certificate-degree,Associate's
5454,15700.0,6700.0,6700.0,,,,,,,,,Union Bible College,Predominantly associate's-degree,Bachelor's
5458,56036.0,31052.0,31052.0,,,,,,,,,Institute of Medical Ultrasound,Predominantly certificate-degree,Certificate
5461,17600.0,10480.0,10480.0,,,,,,,,,Yeshiva Gedolah Tiferes Boruch,Predominantly bachelor's-degree,Non-degree-granting
5462,22180.0,12150.0,12150.0,,,,,,,,,Yeshiva Chemdas Hatorah,Predominantly associate's-degree,Bachelor's
5463,32300.0,9780.0,9780.0,,,,,,,,,Women's Institute of Torah Seminary and College,Predominantly bachelor's-degree,Bachelor's
5464,23591.0,9150.0,9150.0,,,,,,,,,Yeshiva Gedolah Keren Hatorah,Predominantly associate's-degree,Bachelor's
5471,17850.0,8550.0,8550.0,,,,,,,,,Yeshiva Gedolah of Cliffwood,Predominantly bachelor's-degree,Bachelor's
5475,22250.0,9750.0,9750.0,,,,,,,,,Yeshivas Emek Hatorah,Predominantly bachelor's-degree,Bachelor's
5480,28911.0,13150.0,13150.0,,,,,,,,,Seminary Bnos Chaim,Predominantly certificate-degree,Associate's
5483,13164.0,6640.0,6640.0,,,,,,,,,Red Lake Nation College,Predominantly associate's-degree,Associate's
5489,17050.0,9600.0,9600.0,,,,,,,,,Yeshiva Gedola Tiferes Yerachmiel,Predominantly associate's-degree,Bachelor's
5497,20970.0,11510.0,11510.0,,,,,,,,,Champion Christian College,Predominantly bachelor's-degree,Bachelor's
5509,19138.0,7050.0,14125.0,,,,,,,,,EDP University of Puerto Rico-Villalba,Predominantly associate's-degree,Associate's
5517,38480.0,19975.0,19975.0,,,,,,,,,Chamberlain University-Louisiana,Predominantly bachelor's-degree,Bachelor's
5518,19698.0,8054.0,8054.0,,,,,,,,,Drury University-College of Continuing Professional Studies,Predominantly bachelor's-degree,Bachelor's
5521,26033.0,9896.0,9896.0,,,,,,,,,Indiana Institute of Technology-College of Professional Studies,Predominantly bachelor's-degree,Bachelor's
5528,33993.0,19576.0,19576.0,,,,,,,,,Medical Career College of Northern California,Predominantly certificate-degree,Certificate
5529,34822.0,22140.0,22140.0,,,,,,,,,Premiere International College,Predominantly associate's-degree,Associate's
5531,15497.0,22184.0,22184.0,,,,,,,,,Global Tech College,Predominantly associate's-degree,Associate's
5535,17300.0,9000.0,9000.0,,,,,,,,,Yeshiva of Ocean,Predominantly associate's-degree,Bachelor's
5536,25625.0,14125.0,14125.0,,,,,,,,,Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Predominantly bachelor's-degree,Bachelor's
5537,35961.0,14030.0,14030.0,,,,,,,,,Young Americans College of the Performing Arts,Predominantly associate's-degree,Associate's
5540,22600.0,9700.0,9700.0,,,,,,,,,Ohel Margulia Seminary,Predominantly certificate-degree,Associate's
5541,25480.0,12380.0,12380.0,,,,,,,,,Yeshivat Hechal Shemuel,Predominantly associate's-degree,Bachelor's
5545,22130.0,9030.0,9030.0,,,,,,,,,Yeshiva Gedolah of Woodlake Village,Predominantly associate's-degree,Bachelor's
5551,22983.0,12750.0,12750.0,,,,,,,,,New York Seminary,Predominantly certificate-degree,Associate's
5554,27138.0,11016.0,11016.0,,,,,,,,,College Unbound,Predominantly bachelor's-degree,Bachelor's
5564,43045.0,23987.0,23987.0,,,,,,,,,Arizona College of Nursing-Dallas,Predominantly bachelor's-degree,Bachelor's
5567,19625.0,7050.0,14125.0,,,,,,,,,EDP University of Puerto Rico-Humacao,Predominantly associate's-degree,Bachelor's
5568,17523.0,7050.0,14125.0,,,,,,,,,EDP University of Puerto Rico-Manati,Predominantly associate's-degree,Bachelor's
5570,31248.0,15120.0,15120.0,,,,,,,,,Fortis Institute-Cookeville,Predominantly associate's-degree,Associate's
5571,24100.0,11000.0,11000.0,,,,,,,,,Derech Hachaim Seminary,Predominantly certificate-degree,Certificate
5579,18421.0,8806.0,8806.0,,,,,,,,,Christ Mission College,Predominantly bachelor's-degree,Bachelor's
5582,17175.0,8756.0,8756.0,403.0,395.0,580.0,525.0,988.0,18.0,21.0,,Urshan University,Predominantly bachelor's-degree,Bachelor's
5587,24473.0,14000.0,14000.0,,,,,,,,,Yeshiva Yesoda Hatorah Vetz Chaim,Predominantly bachelor's-degree,Bachelor's
5589,25440.0,14798.0,14798.0,,,,,,,,,West Virginia Junior College-United Career Institute,Predominantly certificate-degree,Associate's
5590,30005.0,16657.0,16657.0,,,,,,,,,Aviation Institute of Maintenance-Charlotte,Predominantly certificate-degree,Certificate
5591,28524.0,10504.0,19304.0,,,,,,,,,Ponce Health Sciences University-East,Predominantly bachelor's-degree,Graduate
5592,33587.0,16522.0,16522.0,,,,,,,,,Fortis College-Landover,Predominantly certificate-degree,Associate's
5593,28452.0,16699.0,16699.0,,,,,,,,,Stautzenberger College-Rockford Career College,Predominantly certificate-degree,Associate's
5597,25950.0,13850.0,13850.0,,,,,,,,,Apex College of Veterinary Technology,Predominantly associate's-degree,Associate's
5600,36000.0,11500.0,11500.0,,,,,,,,,Bais Medrash of Dexter Park,Predominantly associate's-degree,Bachelor's
5602,33587.0,24180.0,24180.0,,,,,,,,,Oak Valley College,Predominantly bachelor's-degree,Bachelor's
5605,37249.0,25470.0,25470.0,,,,,,,,,Great Lakes Boat Building School,Predominantly certificate-degree,Certificate
5608,18371.0,11350.0,11350.0,,,,,,,,,Pacific Northwest Christian College,Predominantly associate's-degree,Associate's
5620,17684.0,7980.0,7980.0,,,,,,,,,Indian Bible College,Predominantly certificate-degree,Bachelor's
5630,41613.0,23093.0,23093.0,,,,,,,,,Arizona College of Nursing-Tampa,Predominantly bachelor's-degree,Bachelor's
5632,41932.0,24944.0,24944.0,,,,,,,,,Arizona College of Nursing-Tucson,Predominantly bachelor's-degree,Bachelor's
5633,42097.0,26041.0,26041.0,,,,,,,,,Arizona College of Nursing-Phoenix,Predominantly bachelor's-degree,Bachelor's
5638,35532.0,16990.0,16990.0,,,,,,,,,Dorsey College-Woodhaven,Predominantly certificate-degree,Certificate
5648,31270.0,19005.0,19005.0,,,,,,,,,Triangle Tech-Chambersburg,Predominantly associate's-degree,Associate's
5649,39585.0,19068.0,19068.0,,,,,,,,,Provo College-Idaho Falls Campus,Predominantly bachelor's-degree,Graduate
5650,35847.0,19068.0,19068.0,,,,,,,,,Eagle Gate College-Boise Campus,Predominantly bachelor's-degree,Graduate
5652,23049.0,25672.0,25672.0,,,,,,,,,Agape College of Business and Science,Predominantly certificate-degree,Bachelor's
5660,29450.0,13400.0,13400.0,,,,,,,,,Antigua College International,Predominantly bachelor's-degree,Bachelor's
5667,14480.0,10479.0,10479.0,,,,,,,,,Lakewood University,Predominantly certificate-degree,Graduate
5677,27494.0,13450.0,13450.0,,,,,,,,,Herzing University-Tampa,Predominantly associate's-degree,Bachelor's
5678,34872.0,17048.0,17048.0,,,,,,,,,Galen Health Institutes-Miami Campus,Predominantly associate's-degree,Bachelor's
5679,29094.0,12289.0,12289.0,,,,,,,,,Remington College-Online Dallas,Predominantly bachelor's-degree,Bachelor's
5680,30295.0,14520.0,14520.0,,,,,,,,,Abilene Christian University-Undergraduate Online,Predominantly bachelor's-degree,Bachelor's
5681,15639.0,1378.0,8638.0,,,,,,,,,Madera Community College,Predominantly associate's-degree,Associate's
5684,34872.0,17048.0,17048.0,,,,,,,,,Galen Health Institutes-Austin Campus,Predominantly associate's-degree,Bachelor's
5685,35603.0,17048.0,17048.0,,,,,,,,,Galen Health Institutes-Nashville Campus,Predominantly associate's-degree,Bachelor's
5690,28405.0,18300.0,18300.0,,,,,,,,,Great Northern University,Predominantly bachelor's-degree,Bachelor's
5692,41871.0,22587.0,22587.0,,,,,,,,,Arizona College of Nursing-Salt Lake City,Predominantly bachelor's-degree,Bachelor's
5693,34393.0,18835.0,18835.0,,,,,,,,,Arizona College-Glendale,Predominantly certificate-degree,Associate's
5701,26460.0,19150.0,19150.0,,,,,,,,,Academia Medical Institute,Predominantly certificate-degree,Certificate
5704,14180.0,6600.0,6600.0,,,,,,,,,Bridges Christian College,Predominantly bachelor's-degree,Graduate
5712,32536.0,12374.0,12374.0,,,,,,,,,Reach University,Predominantly bachelor's-degree,Graduate
5720,32217.0,16657.0,16657.0,,,,,,,,,Aviation Institute of Maintenance-Chicago,Predominantly certificate-degree,Certificate
5721,26454.0,8175.0,8175.0,,,,,,,,,Evangel University-College of Online Learning,Predominantly bachelor's-degree,Bachelor's
5722,38305.0,20100.0,20100.0,,,,,,,,,Marian University-Ancilla,Predominantly associate's-degree,Associate's
5731,42280.0,24944.0,24944.0,,,,,,,,,Arizona College of Nursing-Southfield,Predominantly bachelor's-degree,Bachelor's
5732,35116.0,17048.0,17048.0,,,,,,,,,Galen Health Institutes-Sarasota,Predominantly associate's-degree,Associate's
5733,35576.0,17048.0,17048.0,,,,,,,,,Galen Health Institutes-Gainesville,Predominantly associate's-degree,Associate's
5734,31963.0,16364.0,16364.0,,,,,,,,,Galen Health Institutes-Richmond,Predominantly associate's-degree,Associate's
5735,34232.0,16364.0,16364.0,,,,,,,,,Galen Health Institutes-Myrtle Beach,Predominantly associate's-degree,Associate's
5736,35990.0,17048.0,17048.0,,,,,,,,,Galen Health Institutes-Asheville,Predominantly associate's-degree,Associate's
5747,42280.0,24413.0,24413.0,,,,,,,,,Arizona College of Nursing-Falls Church,Predominantly bachelor's-degree,Non-degree-granting
